中文(zh),韩文(ko),英文(en),出现次数,示例代码组,关联代码组数
地点2,,,1,RM_REQ_SITE,1
块,,Minerals.Fluorite,1,ITEM_SPEC,1
块,,Minerals.Silica,1,ITEM_SPEC,1
块矿,,,1,ITEM_SPEC,1
块矿,,Minerals.Mangan Ore,1,ITEM_SPEC,1
块矿,,Minerals.Nickel ore,1,ITEM_SPEC,1
块矿,,Minerals.Serpentine,1,ITEM_SPEC,1
块矿,,Minerals.Titanium Ore,1,ITEM_SPEC,1
块矿烘干车间,,,1,LOCATION,1
坯头,,slab head,1,APPR_DEF_CD,1
坯尾,,slab tail,1,APPR_DEF_CD,1
垂直于轧制方向,,,1,ROUGH_DIR,1
型钢类产业(Beam),,,1,ORD_USAGE_GRP1,1
埃里克森杯突试验,,,1,QLT_PHYTST_CD,1
基材判定,,Internal SLAB for making hot coil,1,JDG_REQ_GRD,1
堆,,,1,OPERATE_TYPE,1
堆取料机,,,1,SCH_PLAN_PROJ_CD,1
塔前硫化氢浓度,,,1,CHEM_CD,1
塔后硫化氢浓度,,,1,CHEM_CD,1
塔形,,Pyramid,2,APPR_DEF_CD,1
塔形,,Telescope,2,APPR_DEF_CD,2
增加取样,,,1,QLT_TRK_ABNR_ACTION_CD,1
增碳剂,,Other Raw Materials.Recarburizer,1,ITEM_SPEC,1
增碳剂-测试2,,,1,ITEM_SPEC,1
墨西哥块,,,2,BF_RETURN_FINES_RATE,2
备煤作业区配煤工配煤,,,1,POSITION_CD,1
备煤除尘灰,코크스석탄준비공정 발생 먼지,,1,ITEM_SPEC,1
复判,,,1,QLT_TRK_ABNR_ACTION_CD,1
复合制坯,,,3,PROC_CD_ERP,3
复合制坯切割屑,스크랩고철,,1,ITEM_SPEC,1
复合坯,,,1,PLT_DIR_CD,1
复合成分元素,복합성분원소,,1,QLT_CHEM_TY,1
复合板指标,,,1,QLT_PHYTST_CD,1
复层厚度实绩,,,1,MECH_TEST_ITEM_CD,1
复验,,,2,QLT_TRK_ABNR_ACTION_CD,2
复验待下指示,,,1,SMP_PROG_CD,1
复验待送样,,,1,SMP_PROG_CD,1
复验指示,,,1,SMP_PROG_CD,1
复验检验完成,,,1,SMP_PROG_CD,1
外倒,,,1,SLAB_DIR_DEST_FL,1
外卖,,,2,SLAB_DIR_DEST_FL,2
外卖取消,,,1,YD_MAP_ENVENT,1
外弯弯曲实绩,,,1,MECH_TEST_ITEM_CD,1
外观,,,1,CHEM_CD,1
外观原因,,,1,CLAIM_OCR_CAUSE_CD,1
外观待处理,열연압연출측보류,,1,PROG_CD,1
外观等级,,,1,RTN_PROC_REASON_CD,1
外购球返率,,,1,BF_RETURN_FINES_RATE,1
外贸,,,1,ORDER_TYPE_GRP,1
外销,,,1,PROD_TY,1
外销坯入库等待,,,1,PROG_CD,1
多头,,,1,SQM_RETAIN_REASON,1
夜班,,,3,SFT_NO,3
夜班,,Works Group,1,OPS_FT_SHT,1
大于等于,,,1,YIELD_STRG_RELA_CD,1
大类,,,1,USING_LEVEL,1
大纵裂,,,1,APPR_DEF_CD,1
天津市,,,2,CITY_CD,2
天车,,,2,SCH_PLAN_PROJ_CD,1
天车作业区,,,1,SMS_SUB_UNITS,1
天车设备异常,Crane이상,,1,ABNR_REASON_CD,1
失效,,,1,EVENT_STATUS,1
头尾清理,,,1,CC_CB_REPAIR_TY,1
头尾黑斑,,Head and tail dark spots,1,APPR_DEF_CD,1
夹杂,,,1,APPR_DEF_CD,1
夹杂,,Inclusions,3,APPR_DEF_CD,2
夹杂物类别_A+C实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_A类实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_A类（粗系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_A类（细系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_B+D+Ds实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_B类实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_B类（粗系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_B类（细系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_C类实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_C类（粗系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_C类（细系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_D类实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_D类（粗系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂物类别_D类（细系）实绩,,,1,MECH_TEST_ITEM_CD,1
夹杂翘皮,,inclusions upwarping,1,APPR_DEF_CD,1
套,,,1,UOM_CD,1
女,,,1,USER_SEX,1
女,,Female,1,GENDER_CD,1
孔洞,,Hole,4,APPR_DEF_CD,2
孙耀,,,1,DRIVER_NM,1
孟小丽,,,1,DRIVER_NM,1
孟祥明,,,1,DRIVER_NM,1
宁夏回族自治区,,,1,PROVINCE_CD,1
宁夏回族自治区中卫市,,,1,CITY_CD,1
宁夏回族自治区吴忠市,,,1,CITY_CD,1
宁夏回族自治区固原市,,,1,CITY_CD,1
宁夏回族自治区石嘴山市,,,1,CITY_CD,1
宁夏回族自治区银川市,,,1,CITY_CD,1
安全环保参数,,,1,SCR_INDICATOR_CATEGORY,1
安徽省,,,1,PROVINCE_CD,1
安徽省亳州市,,,1,CITY_CD,1
安徽省六安市,,,1,CITY_CD,1
安徽省合肥市,,,1,CITY_CD,1
安徽省安庆市,,,1,CITY_CD,1
安徽省宣城市,,,1,CITY_CD,1
安徽省宿州市,,,1,CITY_CD,1
安徽省池州市,,,1,CITY_CD,1
安徽省淮北市,,,1,CITY_CD,1
安徽省淮南市,,,1,CITY_CD,1
安徽省滁州市,,,1,CITY_CD,1
安徽省芜湖市,,,1,CITY_CD,1
安徽省蚌埠市,,,1,CITY_CD,1
安徽省铜陵市,,,1,CITY_CD,1
安徽省阜阳市,,,1,CITY_CD,1
安徽省马鞍山市,,,1,CITY_CD,1
安徽省黄山市,,,1,CITY_CD,1
完工,,,1,YD_JL_MTL_TRANS_TYPES,1
完工退回,,,1,YD_JL_MTL_TRANS_TYPES,1
完成,,,2,APPR_JDG_YN,2
完成,보상완료,,1,CLAIM_STS_CD,1
完成,완료,,1,RM_UNLOAD_PROG_TY,1
完成,조사완료,,1,CLAIM_STS_CD,1
完成状态,,,1,LES_STAUS,1
定价方式,,,1,EXTRA_PRICE_ITEM,1
定金订货,보증금주문,,1,PAY_MTH_CD,1
实时值,,,1,INDICATOR_SOURCE,1
实绩复合元素3值,,CET(%),1,MECH_TEST_ITEM_CD,1
实绩复合元素4值,,CEQ-AWS(%),1,MECH_TEST_ITEM_CD,1
实绩复合元素5值,,CEQ-JIS(%),1,MECH_TEST_ITEM_CD,1
实际重量,,Actual weight,1,WGT_DECISION_MTH,1
实际重量,,Net Actual Weight,1,WGT_DCN_MTH_CD,1
审核,,,1,DATA_STATE,1
客户,,,1,ISCUSTOMER,1
客户保证基准,고객보증,,2,QLT_DSN_PRDCHEM_STD_TY,2
客户保证编号,,,1,EXTRA_PRICE_ITEM,1
客户保证编号,고객보증,,1,SZSHP_TOL_DSN_STD_TY,1
客户保证（国家成分标准+国家产品成分偏差标准）,고객요청(국가성분표준+국가제품성분허용차표준),,1,PROD_CHEM_APL_TY,1
客户保证（客户产品成分保证基准）,고객요청(고객제품성분보증기준),,1,PROD_CHEM_APL_TY,1
客户保证（客户成分保证+国家产品成分偏差标准）,고객요청(고객성분보증+국가제품성분허용차표준),,1,PROD_CHEM_APL_TY,1
客户指定防锈油,고객지정방청유,,1,ANTRST_OIL_KIND,1
客户期望交付期,,,1,CAL_TYPE_CD,1
客户相同,,,1,LOC_SEARCH_TY,1
客户要求,,Customer Request,1,RTN_PROD_REASON_CD,1
客户车辆,,Customer Vehicle,1,CAR_OWNER_TY,1
家电用钢,가전용강/家电用钢,,1,DEPT_CD,1
容器用钢,,,2,ORD_USAGE_GRP2,2
容器钢板,,,1,ITEM_LTY,1
容重,,,1,CHEM_CD,1
宽厚板,,,1,CENTER_LOV,1
宽厚板成本,,,2,JOB_COST_TYPE,2
宽厚板板头,후판절단고철A,,1,ITEM_SPEC,1
宽厚板板边,후판절단고철B,,1,ITEM_SPEC,1
宽度(1000≤W<1100mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1100≤W<1200mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1100≤W<1300mm),,,1,WTH_GRP_ACT_STK,1
宽度(1130≤W<1330mm),,,1,WTH_GRP_ACT_HRL,1
宽度(1180≤W<1380mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(1200≤W<1300mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1300≤W<1400mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1300≤W<1520mm),,,1,WTH_GRP_ACT_STK,1
宽度(1330≤W<1530mm),,,1,WTH_GRP_ACT_HRL,1
宽度(1380≤W<1600mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(1400≤W<1500mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1500≤W<1600mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1520≤W<1720mm),,,1,WTH_GRP_ACT_STK,1
宽度(1530≤W<1730mm),,,1,WTH_GRP_ACT_HRL,1
宽度(1600≤W<1700mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1600≤W<1800mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(1700≤W<1800mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1720≤W<1920mm),,,1,WTH_GRP_ACT_STK,1
宽度(1730mm≤W),,,1,WTH_GRP_ACT_HRL,1
宽度(1800≤W<1900mm),,,1,WTH_GRP_ACT_CRL,1
宽度(1800≤W<2000mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(1900mm<W),,,1,WTH_GRP_ACT_CRL,1
宽度(1920≤W<2220mm),,,1,WTH_GRP_ACT_STK,1
宽度(2000≤W<2200mm),,,1,WTH_GRP_ACT_PLT,1
宽度(2000≤W<2300mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(2200≤W<2400mm),,,1,WTH_GRP_ACT_PLT,1
宽度(2220≤W<2420mm),,,1,WTH_GRP_ACT_STK,1
宽度(2300≤W<2500mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(2400≤W<2800mm),,,2,WTH_GRP_ACT_PLT,1
宽度(2420≤W<2820mm),,,1,WTH_GRP_ACT_STK,1
宽度(2500≤W<2900mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(2800≤W<3000mm),,,1,WTH_GRP_ACT_PLT,1
宽度(2820≤W<3020mm),,,1,WTH_GRP_ACT_STK,1
宽度(2900≤W<3100mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(3000≤W<3200mm),,,1,WTH_GRP_ACT_PLT,1
宽度(3020≤W),,,1,WTH_GRP_ACT_STK,1
宽度(3100mm≤W),,,1,WTH_GRP_ACT_SLAB,1
宽度(3200≤W<3400mm),,,1,WTH_GRP_ACT_PLT,1
宽度(3400≤W<3600mm),,,1,WTH_GRP_ACT_PLT,1
宽度(3600≤W<3800mm),,,1,WTH_GRP_ACT_PLT,1
宽度(3800≤W<4000mm),,,1,WTH_GRP_ACT_PLT,1
宽度(4000≤W<4200mm),,,1,WTH_GRP_ACT_PLT,1
宽度(4200mm≤W),,,1,WTH_GRP_ACT_PLT,1
宽度(900≤W<1000mm),,,1,WTH_GRP_ACT_CRL,1
宽度(900≤W<1100mm),,,1,WTH_GRP_ACT_STK,1
宽度(930≤W<1130mm),,,1,WTH_GRP_ACT_HRL,1
宽度(980≤W<1180mm),,,1,WTH_GRP_ACT_SLAB,1
宽度(W<2000mm),,,1,WTH_GRP_ACT_PLT,1
宽度(W<900mm),,,2,WTH_GRP_ACT_CRL,2
宽度(W<930mm),,,1,WTH_GRP_ACT_HRL,1
宽度(W<980mm),,,1,WTH_GRP_ACT_SLAB,1
宽度偏差,폭허용차,,1,QLT_SZSHP_TOL_CD,1
宽度定尺（长度范围定尺）,,,1,ORD_SIZE_TY,1
宽度方向,폭방향으로 시편채취,,1,MECH_SMP_SPCMN_DIR,1
宽度方向采样,폭방향으로 시편채취,,22,BEND_SMP_SPCMN_DIR,22
宽度窄,,,1,APPR_DEF_CD,1
宽度窄,,Width Under,4,APPR_DEF_CD,2
宽窄印,,Wide and narrow mark,1,APPR_DEF_CD,1
宽窄印,,coating cross striation,1,APPR_DEF_CD,1
密度,,,1,CHEM_CD,1
密度（20℃）,,,1,CHEM_CD,1
密集细线状钝化辊印,,Dense linear passivation roller imprint,1,APPR_DEF_CD,1
对角线的两角部位,,,29,BEND_SMP_WTH_LOC,29
对象,,,1,TARGET_FL,1
射线探伤,,,1,UST_MTH_CD,1
小于,,,1,YIELD_STRG_RELA_CD,1
小块,,Minerals.Dolomite,1,ITEM_SPEC,1
小块,,Minerals.Limestone,1,ITEM_SPEC,1
小时,,,1,UOM_CD,1
小球团（铝粒）,,Non Ferro Metals.Aluminium,1,ITEM_SPEC,1
小类,,,1,USING_LEVEL,1
小纵裂,,,1,APPR_DEF_CD,1
尘,,Dust,1,PLAN_DETAIL,1
尘,먼지,,1,ITEM_SPEC,1
尺寸不合,성분이상,,1,CLAIM_OCR_CAUSE_CD,1
尺寸形状偏差,치수형상허용차,,1,NATL_TOL_SPEC_TY,1
尺寸缺陷,Size결함,,1,APPR_DEF_CD1,1
尾部,,,1,MECH_SMP_LTH_LOC,1
展宽比基准,폭출값,,1,PLT_DGN_STD,1
山东省,,,1,PROVINCE_CD,1
山东省东营市,,,1,CITY_CD,1
山东省临沂市,,,1,CITY_CD,1
山东省威海市,,,1,CITY_CD,1
山东省德州市,,,1,CITY_CD,1
山东省日照市,,,1,CITY_CD,1
山东省日照市东港区临钢路1号,,"No. 1, Lingang Road, Donggang District, Rizhao City, Shandong Province, P.R.China",1,MTC_REMARK_ADDRESS,1
山东省枣庄市,,,1,CITY_CD,1
山东省泰安市,,,1,CITY_CD,1
山东省济南市,,,1,CITY_CD,1
山东省济宁市,,,1,CITY_CD,1
山东省淄博市,,,1,CITY_CD,1
山东省滨州市,,,1,CITY_CD,1
山东省潍坊市,,,1,CITY_CD,1
山东省烟台市,,,1,CITY_CD,1
山东省聊城市,,,1,CITY_CD,1
山东省菏泽市,,,1,CITY_CD,1
山东省青岛市,,,1,CITY_CD,1
山东钢铁集团日照有限公司,,,1,DEPT_CD,1
山东钢铁集团日照有限公司人力资源部编制定员科,,,1,DEPT_CD,1
山峰裂,,,1,APPR_DEF_CD,1
山西省,,,1,PROVINCE_CD,1
山西省临汾市,,,1,CITY_CD,1
山西省吕梁市,,,1,CITY_CD,1
山西省大同市,,,1,CITY_CD,1
山西省太原市,,,1,CITY_CD,1
山西省忻州市,,,1,CITY_CD,1
山西省晋中市,,,1,CITY_CD,1
山西省晋城市,,,1,CITY_CD,1
山西省朔州市,,,1,CITY_CD,1
山西省运城市,,,1,CITY_CD,1
山西省长治市,,,1,CITY_CD,1
山西省阳泉市,,,1,CITY_CD,1
岚山港,,"Lanshan Port, China",1,STATION_CD,1
岚山港3,,,1,PORT_ALIAS,1
岚山站,,,1,ARR_STATION,1
岚山站1,,,1,ARR_STATION,1
岚桥港,,"Lanqiao Port, China",1,STATION_CD,1
岚桥港4,,,1,PORT_ALIAS,1
工业合成盐酸,,,1,CHEM_CD,1
工业盐,,,1,CHEM_CD,1
工业硫酸,,,1,CHEM_CD,1
工业碳酸钠,,,1,CHEM_CD,1
工序其他,공정기타,,1,ABNR_REASON_CD,1
工序计划等待,공정계획 투입대기,,1,ORD_PROG_STS,1
工序计划编制中（材料设计完成）,공정계획 투입하여 계획편성중이거나 재료설계완료,,1,ORD_PROG_STS,1
工序设计MISS,공정설계MISS,,1,ABNR_REASON_CD,1
工程管理部,,,1,DEPT_CD,1
工程管理部土建结构管理区域师,,,1,POSITION_CD,1
已保存,,,1,SQM_STATE,1
已出炉,,,1,CH_OR_DIS,1
已删除,,,1,DATA_STATE,1
已发布,,,3,SQM_STATE,3
已喷印,,,1,MARK_YN,1
已在线修磨,,,1,GRIND_YN,1
已处置,,,1,DISPOSE_STATUS,1
已完成,,,1,RTN_INQ_TY1,1
已审核,,,1,SCH_PLAN_STATUS_CD,1
已接收,,,1,ACCEPT_YN,1
已提交,,,1,SCH_PLAN_STATUS_CD,1
已撤回,,,1,STATUS_LOV,1
已申请,,,2,RTN_INQ_TY,2
已确认,,,3,BEFOR_STATUS_LOV,3
已结束,,,1,IS_END,1
已计划，等待运行,,,1,JOB_STATUS_LOV,1
巴西块矿,,,1,BF_RETURN_FINES_RATE,1
市场部党委书记,,,1,POSITION_CD,1
市场部副产品销售区域师,,,1,POSITION_CD,1
市场部副部长,,,1,POSITION_CD,1
市场部机械设备及备件采购业务主管,,,1,POSITION_CD,1
市场部机械设备及备件采购业务经理,,,1,POSITION_CD,1
市场部部长,,,1,POSITION_CD,1
布料系统,,,1,SCH_PLAN_PROJ_CD,1
布氏硬度,,,1,HARD_KIND,1
布袋除尘,,,1,SCH_PLAN_PROJ_CD,1
带焊缝,,dezincification,1,APPR_DEF_CD,1
常规,,,1,SMP_STATUS,1
常规 + 最大模拟焊后热处理,,,1,SMP_STATUS,1
常规 + 最小模拟焊后热处理,,,1,SMP_STATUS,1
常规 + 模拟焊后热处理,,,1,SMP_STATUS,1
常规 + 模拟焊后热处理 + 最大模拟焊后热处理,,,1,SMP_STATUS,1
常规 + 模拟焊后热处理 + 最大模拟焊后热处理 + 最小模拟焊后热处理,,,1,SMP_STATUS,1
常规 + 模拟焊后热处理 + 最小模拟焊后热处理,,,1,SMP_STATUS,1
常规委托,,,1,CHEM_REQ_TYPE,1
常规轧制,,,1,PLT_CR_CD,1
干渣,용선슬래그(냉선-대),,1,ITEM_SPEC,1
干点（101 325Pa）,,,1,CHEM_CD,1
干熄焦+余热发电,,,1,SCH_PLAN_PROJ_CD,1
干熄焦作业区化学分析工循环气体分析,,,1,POSITION_CD,1
干熄焦作业区干熄焦工干熄焦主控操作,,,1,POSITION_CD,1
干熄焦作业区干熄焦工熄焦设备巡检,,,1,POSITION_CD,1
干熄焦发电,,,1,SCH_PROC_MATE,1
干熄焦除尘灰-中小颗粒,CDQ중소입자,,1,ITEM_SPEC,1
干熄焦除尘灰-微颗粒,CDQ미세입자,,1,ITEM_SPEC,1
平均粒度（MM）,,,1,CHEM_CD,1
平整,,,1,CLASSSIFICATION,1
平整勒印,,Flat mark,1,APPR_DEF_CD,1
平整液斑迹,,Flat liquid stains,1,APPR_DEF_CD,1
平整黄膜,,Smooth yellow membrane,1,APPR_DEF_CD,1
平方米,,,1,UOM_CD,1
平行于轧制方向,,,1,ROUGH_DIR,1
平轧,,,1,ROLL_WAY,1
年,,,1,CYCLE_FL,1
年计划,,,1,INDICATOR_SOURCE,1
广东省,,,1,PROVINCE_CD,1
广东省东莞市,,,1,CITY_CD,1
广东省中山市,,,1,CITY_CD,1
广东省云浮市,,,1,CITY_CD,1
广东省佛山市,,,1,CITY_CD,1
广东省广州市,,,1,CITY_CD,1
广东省惠州市,,,1,CITY_CD,1
广东省揭阳市,,,1,CITY_CD,1
广东省梅州市,,,1,CITY_CD,1
广东省汕头市,,,1,CITY_CD,1
广东省汕尾市,,,1,CITY_CD,1
广东省江门市,,,1,CITY_CD,1
广东省河源市,,,1,CITY_CD,1
广东省深圳市,,,1,CITY_CD,1
广东省清远市,,,1,CITY_CD,1
广东省湛江市,,,1,CITY_CD,1
广东省潮州市,,,1,CITY_CD,1
广东省珠海市,,,1,CITY_CD,1
广东省肇庆市,,,1,CITY_CD,1
广东省茂名市,,,1,CITY_CD,1
广东省阳江市,,,1,CITY_CD,1
广东省韶关市,,,1,CITY_CD,1
广西壮族自治区,,,1,PROVINCE_CD,1
广西壮族自治区北海市,,,1,CITY_CD,1
广西壮族自治区南宁市,,,1,CITY_CD,1
广西壮族自治区崇左市,,,1,CITY_CD,1
广西壮族自治区来宾市,,,1,CITY_CD,1
广西壮族自治区柳州市,,,1,CITY_CD,1
广西壮族自治区桂林市,,,1,CITY_CD,1
广西壮族自治区梧州市,,,1,CITY_CD,1
广西壮族自治区河池市,,,1,CITY_CD,1
广西壮族自治区玉林市,,,1,CITY_CD,1
广西壮族自治区百色市,,,1,CITY_CD,1
广西壮族自治区贵港市,,,1,CITY_CD,1
广西壮族自治区贺州市,,,1,CITY_CD,1
广西壮族自治区钦州市,,,1,CITY_CD,1
广西壮族自治区防城港市,,,1,CITY_CD,1
库存调整申请,재고조정요청,,1,ABNR_REASON_CD,1
废卷,폐 롤,,1,PLAN_DETAIL,1
废坯,,,1,PLAN_DETAIL,1
废板,폐 판,,1,PLAN_DETAIL,1
废钢,,,2,MTRL_TYPE,2
废钢,,Scrap,1,HOLD_ACTION_CD,1
废铁类-test1,,,1,ITEM_SPEC,1
废铁类-test2,,,1,ITEM_SPEC,1
废阳极,폐 애노드,,1,PLAN_DETAIL,1
建筑业(Construction),,,1,ORD_USAGE_GRP1,1
建筑结构用钢,,,2,ORD_USAGE_GRP2,2
开,,,1,SQM_START_END,1
开始,착수,,1,RM_UNLOAD_PROG_TY,1
异物压入,,,1,APPR_DEF_CD,1
异物压入,,urity pressed in,2,APPR_DEF_CD,1
异议换货,크레임반입,,1,STOC_SALES_TY,1
异议调查,,,1,RTN_PROC_REASON_CD,1
异金属夹杂,,wedge,1,APPR_DEF_CD,1
张正涛,,,1,DRIVER_NM,1
张红军,,,1,DRIVER_NM,1
弯曲,,Bending,1,APPR_DEF_CD,1
弯曲试验,,,2,MECH_TEST_ITEM_CD,2
弹筒发热量,,,1,CHEM_CD,1
弹簧钢板,,,1,ITEM_LTY,1
强制判合格,,,1,CHEM_JDG_STATE,1
强度无关,,,1,YIELD_STRG_RELA_CD,1
形状缺陷,형상결함,,1,APPR_DEF_CD1,1
彩板,,,1,ITEM_LTY,1
待处理品,,,1,SURF_GRD_CR,1
微粉化验室,,,1,SMP_TRANS_TY,1
微观不平度十点高度(Rz),,Rz,1,ROUGH_KIND,1
心型卷,,heart-shaped coil,1,APPR_DEF_CD,1
急峻度,,,1,QLT_SZSHP_TOL_CD,1
性能不合,재질이상,,1,CLAIM_OCR_CAUSE_CD,1
性能不合挽救取样短尺,,,1,APPR_DEF_CD,1
性能判定,,,1,LOG_FUNC_TY,1
性能实绩,,,1,LOG_FUNC_TY,1
性能试验,,,77,ANTIFNG_WGT_GRT_CD,77
性能试验+性能判定,,,77,ANTIFNG_WGT_GRT_CD,77
性能试验+性能判定+质保书发行,,,77,ANTIFNG_WGT_GRT_CD,77
性能试验+质保书发行,,,77,ANTIFNG_WGT_GRT_CD,77
总成本,,,2,CHARTS_FIELD_LOV,2
总氯,,,1,CHEM_CD,1
总硫,,,1,CHEM_CD,1
总经理,,,1,POSITION_CD,1
悬浮硫,,,1,CHEM_CD,1
成分不合,고객불만,,1,CLAIM_OCR_CAUSE_CD,1
成分二次合,,,1,CHEM_JDG_STATE,1
成分分析试验,,,1,QLT_PHYTST_CD,1
成分未登记,성분미입력成分未登记,,1,PROD_TOT_UNJDG_CAU_TY,1
成品产出,,,1,SCR_INDICATOR_CATEGORY,1
成品库,,,1,STORE_CD,1
成品水份,,,2,CHEM_CD,1
成本发布,,,1,PERMISSION_TYPE_LOV,1
成本录入,,,1,PERMISSION_TYPE_LOV,1
成本撤回,,,1,PERMISSION_TYPE_LOV,1
成本生成,,,1,PERMISSION_TYPE_LOV,1
成本管理,,,1,BIZ_CHAIN_CD,1
成本虚拟库,,,1,INVENTORY_CODE_B2010,1
所有值（0<厚度<9999）,,,1,THK_GRP_PLAN_SLAB,1
扁卷,,flat coil,3,APPR_DEF_CD,1
执行中,,,1,JOB_STATUS_LOV,1
执行企业标准产品比率,기업표준수행제품비율,,1,ANAL_TY,1
执行失败,,,1,JOB_STATUS_LOV,1
执行完成,,,1,JOB_STATUS_LOV,1
执行董事,,,1,POSITION_CD,1
扩孔测试极限扩孔率单个实绩1,,,1,MECH_TEST_ITEM_CD,1
扩孔测试极限扩孔率单个实绩2,,,1,MECH_TEST_ITEM_CD,1
扩孔测试极限扩孔率单个实绩3,,,1,MECH_TEST_ITEM_CD,1
扩孔测试极限扩孔直径平均值,,,1,MECH_TEST_ITEM_CD,1
扩孔测试极限扩孔直径最大值,,,1,MECH_TEST_ITEM_CD,1
扩孔测试极限扩孔直径最小值,,,1,MECH_TEST_ITEM_CD,1
扩孔试验,,,1,QLT_PHYTST_CD,1
扩孔试验极限扩孔率平均,,,1,MECH_TEST_ITEM_CD,1
批号,,LOT_NO,1,SQM_SEARCH_TEXT,1
技术协议,기술협의,,1,NATL_SPEC_ORG_CD,1
技术研究,,,1,CHEM_REQ_PURPOSE_TY,1
抓料机,,Entry,1,IR_CHE_IMPT_ISS_TY,1
投入,,,1,ITEM_TYPE_LOV,1
投入产出撤回,,,1,PERMISSION_TYPE_LOV,1
投入产出确认,,,1,PERMISSION_TYPE_LOV,1
投入产出获取,,,1,JOB_TYPE_LOV,1
投入量,,input,1,IR_CHE_IO_TY,1
投料,,,1,YD_JL_MTL_TRANS_TYPES,1
投料退回,,,1,YD_JL_MTL_TRANS_TYPES,1
投用,,,1,PLT_COOL_CD,1
抗剪强度τ实绩,,,1,MECH_TEST_ITEM_CD,1
抗压强度,,,1,CHEM_CD,1
抗氢致开裂试验,,,1,QLT_PHYTST_CD,1
折叠,,,2,APPR_DEF_CD,2
折叠,,Fold,2,APPR_DEF_CD,2
折扣与加价,,,1,PRICE_CALC_CD,1
折痕,,wrinkle,1,APPR_DEF_CD,1
折皱,,Wrinkle,1,APPR_DEF_CD,1
折迭,,enfold,1,APPR_DEF_CD,1
报废,폐기,,1,ROLL_PROG_CD,1
拉伸试验,,,1,QLT_PHYTST_CD,1
拉伸试验EL(伸长率),,,1,MECH_TEST_ITEM_CD,1
拉伸试验N0实绩,,,1,MECH_TEST_ITEM_CD,1
拉伸试验N45实绩,,,1,MECH_TEST_ITEM_CD,1
拉伸试验N90实绩,,,1,MECH_TEST_ITEM_CD,1
拉伸试验RA(断面收缩率),,,1,MECH_TEST_ITEM_CD,1
拉伸试验Rt0.5/Rm实绩,,,3,MECH_TEST_ITEM_CD,1
拉伸试验Rt1.5/Rt0.5实绩,,,3,MECH_TEST_ITEM_CD,1
拉伸试验Rt2.0/Rt1.0实绩,,,3,MECH_TEST_ITEM_CD,1
拉伸试验Rt5.0/Rt1.0实绩,,,3,MECH_TEST_ITEM_CD,1
拉伸试验TS(抗拉强度),,,3,MECH_TEST_ITEM_CD,1
拉伸试验YP/TS实绩,,,3,MECH_TEST_ITEM_CD,1
拉伸试验YP代码(抗服_屈服强度),,,3,MECH_TEST_ITEM_CD,1
拉伸试验YR(屈服比),,,1,MECH_TEST_ITEM_CD,1
拉伸试验r0实绩,,,1,MECH_TEST_ITEM_CD,1
拉伸试验r45实绩,,,1,MECH_TEST_ITEM_CD,1
拉伸试验r90实绩,,,1,MECH_TEST_ITEM_CD,1
拉伸试验加工硬化指数n实绩,,,1,MECH_TEST_ITEM_CD,1
拉伸试验均匀伸长率实绩,,,3,MECH_TEST_ITEM_CD,1
拉伸试验均匀延伸率(uEL),,,1,MECH_TEST_ITEM_CD,1
拉伸试验塑性应变比r实绩值,,,1,MECH_TEST_ITEM_CD,1
拉伸试验断面收缩率实绩,,,3,MECH_TEST_ITEM_CD,1
拉伸试验消应力处理_保温时间实绩,,,2,MECH_TEST_ITEM_CD,1
拉伸试验消应力处理_保温温度实绩,,,2,MECH_TEST_ITEM_CD,1
拉伸追加试验1,,,1,QLT_PHYTST_CD,1
拉伸追加试验2,,,1,QLT_PHYTST_CD,1
拉抻测试断后伸长率实绩,,,4,MECH_TEST_ITEM_CD,1
